"ranking","municipio","IDHM_2010","IDHM_renda","IDHM_longevidade","IDHM_educação","estado"
"4984 º","Patos do Piauí",0.563,0.529,0.755,0.448,"PI"
"4984 º","Faro",0.563,0.501,0.756,0.47,"PA"
"4984 º","Heliópolis",0.563,0.547,0.748,0.437,"BA"
"4984 º","Minador do Negrão",0.563,0.541,0.767,0.43,"AL"
"4984 º","Almadina",0.563,0.563,0.751,0.421,"BA"
"4984 º","São Miguel da Baixa Grande",0.563,0.557,0.774,0.413,"PI"
"4984 º","Presidente Juscelino",0.563,0.552,0.713,0.453,"RN"
"4984 º","Piçarra",0.563,0.561,0.792,0.402,"PA"
"4984 º","Bom Conselho",0.563,0.585,0.704,0.433,"PE"
"4984 º","Madeiro",0.563,0.472,0.772,0.489,"PI"
"4984 º","Lagoa",0.563,0.533,0.747,0.448,"PB"
"5002 º","Cajazeiras do Piauí",0.562,0.525,0.752,0.449,"PI"
"5002 º","Brejo da Madre de Deus",0.562,0.581,0.734,0.417,"PE"
"5002 º","Marcolândia",0.562,0.578,0.7,0.438,"PI"
"5002 º","Matias Olímpio",0.562,0.521,0.779,0.438,"PI"
"5002 º","Orizânia",0.562,0.551,0.778,0.414,"MG"
"5002 º","Jundiá",0.562,0.573,0.715,0.434,"AL"
"5002 º","Nazarezinho",0.562,0.528,0.747,0.449,"PB"
"5002 º","Ilha das Flores",0.562,0.514,0.735,0.469,"SE"
"5002 º","Ponta de Pedras",0.562,0.558,0.773,0.412,"PA"
"5002 º","Malhada",0.562,0.532,0.734,0.454,"BA"
"5002 º","Novo Oriente do Piauí",0.562,0.547,0.775,0.418,"PI"
"5002 º","Palmeirais",0.562,0.515,0.776,0.443,"PI"
"5002 º","Trairão",0.562,0.594,0.763,0.392,"PA"
"5002 º","Cajueiro",0.562,0.542,0.691,0.473,"AL"
"5002 º","Canudos",0.562,0.554,0.707,0.453,"BA"
"5002 º","Itatira",0.562,0.514,0.747,0.463,"CE"
"5002 º","Pedro Laurentino",0.562,0.479,0.746,0.496,"PI"
"5002 º","Areia de Baraúnas",0.562,0.566,0.68,0.462,"PB"
"5002 º","Itatuba",0.562,0.549,0.742,0.436,"PB"
"5002 º","Barra de Santa Rosa",0.562,0.542,0.753,0.434,"PB"
"5002 º","Itaguaçu da Bahia",0.562,0.55,0.74,0.435,"BA"
"5002 º","Potengi",0.562,0.529,0.759,0.441,"CE"
"5002 º","Sebastião Leal",0.562,0.516,0.736,0.467,"PI"
"5002 º","Bom Lugar",0.562,0.486,0.741,0.493,"MA"
"5002 º","Brejo",0.562,0.517,0.758,0.454,"MA"
"5027 º","Marcionílio Souza",0.561,0.518,0.737,0.463,"BA"
"5027 º","Atalaia",0.561,0.545,0.752,0.431,"AL"
"5027 º","Bonito",0.561,0.559,0.754,0.42,"PE"
"5027 º","Anori",0.561,0.54,0.757,0.433,"AM"
"5027 º","Geminiano",0.561,0.524,0.755,0.446,"PI"
"5027 º","Itaporanga D'Ajuda",0.561,0.548,0.779,0.414,"SE"
"5027 º","Turiaçu",0.561,0.493,0.776,0.461,"MA"
"5027 º","Poço Verde",0.561,0.563,0.751,0.417,"SE"
"5027 º","Tutóia",0.561,0.543,0.722,0.451,"MA"
"5027 º","América Dourada",0.561,0.506,0.751,0.464,"BA"
"5027 º","João Costa",0.561,0.51,0.752,0.46,"PI"
"5027 º","Cândido Mendes",0.561,0.52,0.745,0.456,"MA"
"5027 º","Antônio Cardoso",0.561,0.544,0.768,0.422,"BA"
"5027 º","Dirceu Arcoverde",0.561,0.563,0.718,0.436,"PI"
"5027 º","Paulino Neves",0.561,0.481,0.72,0.511,"MA"
"5027 º","Passagem Franca do Piauí",0.561,0.594,0.758,0.393,"PI"
"5027 º","Socorro do Piauí",0.561,0.513,0.739,0.465,"PI"
"5027 º","Joselândia",0.561,0.533,0.743,0.445,"MA"
"5027 º","Caatiba",0.561,0.579,0.752,0.406,"BA"
"5027 º","Jatobá",0.561,0.522,0.702,0.481,"MA"
"5027 º","Bonito",0.561,0.552,0.685,0.467,"BA"
"5027 º","Monsenhor Hipólito",0.561,0.591,0.739,0.404,"PI"
"5049 º","Campo Grande do Piauí",0.56,0.545,0.721,0.446,"PI"
"5049 º","Sericita",0.56,0.602,0.776,0.375,"MG"
"5049 º","Eldorado dos Carajás",0.56,0.572,0.757,0.405,"PA"
"5049 º","Arraial",0.56,0.514,0.761,0.449,"PI"
"5049 º","Borba",0.56,0.532,0.776,0.425,"AM"
"5049 º","Goianésia do Pará",0.56,0.585,0.743,0.404,"PA"
"5049 º","Pilões",0.56,0.559,0.767,0.409,"PB"
"5049 º","Nordestina",0.56,0.507,0.743,0.467,"BA"
"5049 º","Amaturá",0.56,0.499,0.773,0.455,"AM"
"5049 º","São Gonçalo do Gurguéia",0.56,0.572,0.701,0.438,"PI"
"5049 º","Conde",0.56,0.551,0.705,0.451,"BA"
"5049 º","Fagundes",0.56,0.543,0.749,0.432,"PB"
"5049 º","Ourolândia",0.56,0.547,0.701,0.459,"BA"
"5049 º","Una",0.56,0.584,0.71,0.424,"BA"
"5049 º","Japoatã",0.56,0.551,0.7,0.455,"SE"
"5049 º","Planalto",0.56,0.557,0.738,0.428,"BA"
"5049 º","Boqueirão do Piauí",0.56,0.555,0.729,0.434,"PI"
"5066 º","Presidente Tancredo Neves",0.559,0.566,0.727,0.424,"BA"
"5066 º","Arataca",0.559,0.557,0.758,0.413,"BA"
"5066 º","Pedra Grande",0.559,0.526,0.773,0.43,"RN"
"5066 º","Olindina",0.559,0.534,0.81,0.403,"BA"
"5066 º","Betânia",0.559,0.533,0.742,0.441,"PE"
"5066 º","Irituia",0.559,0.536,0.763,0.427,"PA"
"5066 º","Fátima",0.559,0.554,0.686,0.459,"BA"
"5066 º","Quebrangulo",0.559,0.536,0.775,0.421,"AL"
"5066 º","Pajeú do Piauí",0.559,0.56,0.732,0.427,"PI"
"5066 º","Granja",0.559,0.495,0.778,0.453,"CE"
"5066 º","Campestre",0.559,0.55,0.729,0.435,"AL"
"5066 º","São João da Canabrava",0.559,0.539,0.726,0.446,"PI"
"5066 º","São João da Varjota",0.559,0.536,0.708,0.46,"PI"
"5066 º","Saloá",0.559,0.559,0.744,0.421,"PE"
"5066 º","Gentio do Ouro",0.559,0.523,0.743,0.45,"BA"
"5081 º","Alto Alegre do Pindaré",0.558,0.465,0.774,0.483,"MA"
"5081 º","Bom Jesus das Selvas",0.558,0.537,0.751,0.431,"MA"
"5081 º","Guaratinga",0.558,0.559,0.766,0.406,"BA"
"5081 º","Borborema",0.558,0.544,0.75,0.426,"PB"
"5081 º","Ibirapitanga",0.558,0.561,0.748,0.415,"BA"
"5081 º","Bernardino Batista",0.558,0.526,0.716,0.462,"PB"
"5081 º","Pedra Preta",0.558,0.53,0.752,0.435,"RN"
"5081 º","Rio Vermelho",0.558,0.566,0.787,0.389,"MG"
"5081 º","Nova Olinda do Norte",0.558,0.541,0.78,0.412,"AM"
"5081 º","Morpará",0.558,0.536,0.732,0.444,"BA"
"5081 º","Espírito Santo",0.558,0.549,0.748,0.423,"RN"
"5081 º","Jacaraú",0.558,0.554,0.72,0.435,"PB"
"5081 º","Baraúna",0.558,0.526,0.718,0.459,"PB"
"5081 º","São Sebastião da Boa Vista",0.558,0.52,0.76,0.439,"PA"
"5081 º","Santo Antônio do Itambé",0.558,0.537,0.794,0.408,"MG"
"5081 º","Caraí",0.558,0.549,0.781,0.405,"MG"
"5081 º","Palestina",0.558,0.505,0.735,0.467,"AL"
"5098 º","Palmeira do Piauí",0.557,0.57,0.704,0.431,"PI"
"5098 º","Barra",0.557,0.503,0.75,0.457,"BA"
"5098 º","Serra Azul de Minas",0.557,0.537,0.809,0.398,"MG"
"5098 º","Tobias Barreto",0.557,0.609,0.702,0.404,"SE"
"5098 º","Careiro",0.557,0.515,0.779,0.431,"AM"
"5098 º","Campo Alegre de Lourdes",0.557,0.516,0.778,0.43,"BA"
"5098 º","Montanhas",0.557,0.553,0.7,0.447,"RN"
"5098 º","Santa Cruz do Arari",0.557,0.483,0.775,0.461,"PA"
"5098 º","Cansanção",0.557,0.53,0.745,0.438,"BA"
"5098 º","Barra de Santo Antônio",0.557,0.552,0.732,0.428,"AL"
"5098 º","Beneditinos",0.557,0.561,0.78,0.394,"PI"
"5098 º","Barreiras do Piauí",0.557,0.56,0.73,0.423,"PI"
"5098 º","São José dos Basílios",0.557,0.501,0.719,0.48,"MA"
"5098 º","São Félix de Balsas",0.557,0.517,0.778,0.43,"MA"
"5098 º","Imaculada",0.557,0.524,0.715,0.461,"PB"
"5098 º","Presidente Sarney",0.557,0.486,0.752,0.472,"MA"
"5098 º","Floresta Azul",0.557,0.548,0.731,0.431,"BA"
"5098 º","Lago Verde",0.557,0.508,0.731,0.466,"MA"
"5116 º","Flores",0.556,0.544,0.745,0.423,"PE"
"5116 º","Santa Luzia",0.556,0.564,0.768,0.396,"BA"
"5116 º","Buriticupu",0.556,0.533,0.708,0.455,"MA"
"5116 º","São Miguel do Tapuio",0.556,0.508,0.78,0.434,"PI"
"5116 º","Ninheira",0.556,0.525,0.784,0.418,"MG"
"5116 º","Formosa da Serra Negra",0.556,0.485,0.774,0.459,"MA"
"5116 º","Itabaianinha",0.556,0.555,0.761,0.407,"SE"
"5116 º","Jaguaripe",0.556,0.552,0.763,0.407,"BA"
"5116 º","São José dos Cordeiros",0.556,0.542,0.778,0.407,"PB"
"5116 º","Jequiá da Praia",0.556,0.517,0.772,0.43,"AL"
"5116 º","Palmeirândia",0.556,0.488,0.715,0.492,"MA"
"5116 º","Gurinhém",0.556,0.544,0.728,0.435,"PB"
"5128 º","Venha-Ver",0.555,0.501,0.722,0.473,"RN"
"5128 º","Seridó",0.555,0.528,0.714,0.453,"PB"
"5128 º","Cocal de Telha",0.555,0.55,0.78,0.399,"PI"
"5128 º","São Bento do Norte",0.555,0.541,0.76,0.415,"RN"
"5128 º","Curralinhos",0.555,0.512,0.762,0.438,"PI"
"5128 º","Nova Soure",0.555,0.548,0.712,0.439,"BA"
"5128 º","Novo Oriente de Minas",0.555,0.568,0.754,0.4,"MG"
"5128 º","Pacatuba",0.555,0.514,0.731,0.454,"SE"
"5128 º","Santa Quitéria do Maranhão",0.555,0.49,0.76,0.458,"MA"
"5128 º","Jurema",0.555,0.511,0.767,0.435,"PI"
"5128 º","Tanque D'Arca",0.555,0.531,0.748,0.43,"AL"
"5128 º","Tufilândia",0.555,0.502,0.709,0.481,"MA"
"5128 º","Riachão do Poço",0.555,0.537,0.748,0.426,"PB"
"5128 º","Várzea Nova",0.555,0.543,0.685,0.46,"BA"
"5128 º","Teolândia",0.555,0.541,0.756,0.418,"BA"
"5128 º","Amarante do Maranhão",0.555,0.541,0.716,0.441,"MA"
"5128 º","Andaraí",0.555,0.54,0.764,0.415,"BA"
"5128 º","Caraíbas",0.555,0.57,0.739,0.405,"BA"
"5146 º","Nova Santa Rita",0.554,0.52,0.77,0.425,"PI"
"5146 º","Bela Vista do Maranhão",0.554,0.515,0.735,0.45,"MA"
"5146 º","Alto Alegre do Maranhão",0.554,0.516,0.744,0.444,"MA"
"5146 º","Joaquim Nabuco",0.554,0.561,0.676,0.449,"PE"
"5146 º","Penalva",0.554,0.519,0.693,0.472,"MA"
"5146 º","Tacaimbó",0.554,0.536,0.748,0.423,"PE"
"5146 º","Avelino Lopes",0.554,0.532,0.722,0.442,"PI"
"5146 º","Novo Aripuanã",0.554,0.532,0.759,0.421,"AM"
"5146 º","São Luis do Piauí",0.554,0.52,0.757,0.433,"PI"
"5146 º","Novo Triunfo",0.554,0.513,0.769,0.43,"BA"
"5146 º","Oliveira dos Brejinhos",0.554,0.533,0.747,0.427,"BA"
"5157 º","Monte Alegre de Sergipe",0.553,0.539,0.726,0.431,"SE"
"5157 º","Francisco Macedo",0.553,0.567,0.701,0.425,"PI"
"5157 º","Jiquiriçá",0.553,0.558,0.763,0.397,"BA"
"5157 º","Imbé de Minas",0.553,0.572,0.744,0.397,"MG"
"5157 º","Capitão Gervásio Oliveira",0.553,0.503,0.725,0.464,"PI"
"5157 º","Cajapió",0.553,0.466,0.72,0.505,"MA"
"5157 º","Itaquara",0.553,0.539,0.763,0.411,"BA"
"5157 º","Água Preta",0.553,0.514,0.761,0.432,"PE"
"5157 º","Várzea Branca",0.553,0.518,0.743,0.44,"PI"
"5157 º","Cristinápolis",0.553,0.54,0.755,0.414,"SE"
"5157 º","Riachão do Bacamarte",0.553,0.561,0.721,0.417,"PB"
"5157 º","Lagoa de Pedras",0.553,0.529,0.734,0.436,"RN"
"5169 º","São João do Tigre",0.552,0.523,0.758,0.424,"PB"
"5169 º","São José do Jacuípe",0.552,0.555,0.726,0.417,"BA"
"5169 º","São José do Piauí",0.552,0.569,0.7,0.423,"PI"
"5169 º","Caracol",0.552,0.533,0.771,0.409,"PI"
"5169 º","Cruz do Espírito Santo",0.552,0.531,0.778,0.408,"PB"
"5169 º","Iguaí",0.552,0.559,0.786,0.382,"BA"
"5169 º","Junco do Maranhão",0.552,0.55,0.69,0.443,"MA"
"5169 º","Ibimirim",0.552,0.533,0.706,0.446,"PE"
"5169 º","Quipapá",0.552,0.53,0.743,0.427,"PE"
"5169 º","Itaipé",0.552,0.57,0.759,0.388,"MG"
"5169 º","Cardeal da Silva",0.552,0.523,0.735,0.437,"BA"
"5169 º","Xexéu",0.552,0.549,0.703,0.436,"PE"
"5169 º","Placas",0.552,0.541,0.77,0.404,"PA"
"5169 º","Jaramataia",0.552,0.532,0.701,0.451,"AL"
"5169 º","Lagoa da Canoa",0.552,0.541,0.703,0.443,"AL"
"5169 º","Bujaru",0.552,0.495,0.779,0.437,"PA"
"5169 º","Apuarema",0.552,0.555,0.735,0.413,"BA"
"5186 º","Tacima",0.551,0.513,0.726,0.45,"PB"
"5186 º","Manoel Urbano",0.551,0.586,0.767,0.373,"AC"
"5186 º","Lagoa dos Gatos",0.551,0.555,0.725,0.416,"PE"
"5186 º","Porto Real do Colégio",0.551,0.513,0.758,0.431,"AL"
"5186 º","Boa Vista do Tupim",0.551,0.514,0.729,0.447,"BA"
"5186 º","Belém do Piauí",0.551,0.537,0.696,0.448,"PI"
"5186 º","Barra do Choça",0.551,0.563,0.77,0.386,"BA"
"5186 º","Tomar do Geru",0.551,0.52,0.746,0.432,"SE"
"5194 º","Cajazeirinhas",0.55,0.521,0.773,0.413,"PB"
"5194 º","Água Fria",0.55,0.529,0.747,0.422,"BA"
"5194 º","Santa Luzia",0.55,0.525,0.7,0.452,"MA"
"5194 º","Domingos Mourão",0.55,0.547,0.755,0.403,"PI"
"5194 º","Ipecaetá",0.55,0.506,0.776,0.424,"BA"
"5194 º","Matões",0.55,0.519,0.739,0.434,"MA"
"5194 º","Cumaru do Norte",0.55,0.635,0.795,0.33,"PA"
"5194 º","Maranhãozinho",0.55,0.497,0.719,0.465,"MA"
"5194 º","Lagoa Alegre",0.55,0.538,0.728,0.425,"PI"
"5194 º","Jandaíra",0.55,0.511,0.749,0.435,"BA"
"5194 º","Jucati",0.55,0.541,0.681,0.451,"PE"
"5194 º","Ipubi",0.55,0.541,0.712,0.433,"PE"
"5194 º","São João do Araguaia",0.55,0.53,0.741,0.424,"PA"
"5194 º","Ielmo Marinho",0.55,0.521,0.766,0.418,"RN"
"5194 º","Morro do Chapéu do Piauí",0.55,0.536,0.742,0.418,"PI"
"5209 º","Ipirá",0.549,0.568,0.748,0.39,"BA"
"5209 º","Parazinho",0.549,0.543,0.719,0.424,"RN"
"5209 º","Paulo Ramos",0.549,0.546,0.677,0.447,"MA"
"5209 º","Dom Inocêncio",0.549,0.498,0.756,0.439,"PI"
"5209 º","São Sebastião",0.549,0.537,0.714,0.432,"AL"
"5209 º","Saúde",0.549,0.546,0.685,0.442,"BA"
"5209 º","Altamira do Maranhão",0.549,0.486,0.719,0.473,"MA"
"5209 º","Água Branca",0.549,0.527,0.728,0.432,"AL"
"5209 º","Capoeiras",0.549,0.529,0.746,0.419,"PE"
"5209 º","São Vicente Ferrer",0.549,0.558,0.715,0.414,"PE"
"5209 º","Porto",0.549,0.537,0.758,0.406,"PI"
"5209 º","Santa Cruz",0.549,0.522,0.722,0.438,"PE"
"5209 º","Muquém de São Francisco",0.549,0.488,0.761,0.445,"BA"
"5209 º","Araçagi",0.549,0.54,0.745,0.412,"PB"
"5209 º","Palmeirina",0.549,0.554,0.681,0.438,"PE"
"5209 º","Carauari",0.549,0.534,0.745,0.416,"AM"
"5225 º","Tonantins",0.548,0.508,0.779,0.416,"AM"
"5225 º","Rurópolis",0.548,0.548,0.764,0.392,"PA"
"5225 º","Jacuípe",0.548,0.532,0.755,0.41,"AL"
"5225 º","São Domingos",0.548,0.555,0.754,0.394,"PB"
"5225 º","São Miguel de Taipu",0.548,0.516,0.721,0.443,"PB"
"5225 º","Morros",0.548,0.485,0.706,0.48,"MA"
"5225 º","Mari",0.548,0.553,0.692,0.429,"PB"
"5225 º","Buriti",0.548,0.479,0.714,0.48,"MA"
"5225 º","Juripiranga",0.548,0.544,0.677,0.448,"PB"
"5225 º","Aporá",0.548,0.516,0.751,0.425,"BA"
"5225 º","Anapu",0.548,0.563,0.788,0.371,"PA"
"5225 º","Santa Maria do Cambucá",0.548,0.571,0.735,0.393,"PE"
"5225 º","Capitão Poço",0.548,0.573,0.747,0.385,"PA"
"5225 º","Aroeiras",0.548,0.537,0.745,0.411,"PB"
"5225 º","Pariconha",0.548,0.526,0.754,0.416,"AL"
"5225 º","Arara",0.548,0.569,0.712,0.407,"PB"
"5225 º","Algodão de Jandaíra",0.548,0.532,0.749,0.413,"PB"
"5225 º","Gilbués",0.548,0.574,0.753,0.38,"PI"
"5225 º","Fartura do Piauí",0.548,0.506,0.738,0.441,"PI"
"5244 º","Jeremoabo",0.547,0.561,0.689,0.424,"BA"
"5244 º","Ouro Branco",0.547,0.538,0.7,0.434,"AL"
"5244 º","Muaná",0.547,0.54,0.775,0.391,"PA"
"5244 º","Moju",0.547,0.578,0.757,0.375,"PA"
"5244 º","Flores do Piauí",0.547,0.525,0.704,0.443,"PI"
"5244 º","Serraria",0.547,0.536,0.779,0.392,"PB"
"5244 º","Igarapé-Miri",0.547,0.514,0.77,0.413,"PA"
"5244 º","Nilo Peçanha",0.547,0.531,0.762,0.404,"BA"
"5244 º","Brejão",0.547,0.54,0.725,0.417,"PE"
"5253 º","Cajueiro da Praia",0.546,0.551,0.739,0.4,"PI"
"5253 º","Lajedinho",0.546,0.522,0.753,0.413,"BA"
"5253 º","Santa Brígida",0.546,0.533,0.71,0.431,"BA"
"5253 º","Caém",0.546,0.535,0.701,0.434,"BA"
"5253 º","Cachoeira do Arari",0.546,0.525,0.778,0.398,"PA"
"5253 º","Bonito",0.546,0.531,0.77,0.398,"PA"
"5253 º","Monção",0.546,0.499,0.704,0.464,"MA"
"5253 º","Benedito Leite",0.546,0.531,0.719,0.426,"MA"
"5253 º","Adustina",0.546,0.526,0.718,0.432,"BA"
"5253 º","Doutor Ulysses",0.546,0.57,0.791,0.362,"PR"
"5253 º","Santa Luzia do Pará",0.546,0.53,0.724,0.424,"PA"
"5253 º","Coronel José Dias",0.546,0.518,0.725,0.433,"PI"
"5253 º","Icatu",0.546,0.475,0.727,0.472,"MA"
"5253 º","Bom Jesus da Serra",0.546,0.535,0.749,0.407,"BA"
"5253 º","São José da Vitória",0.546,0.553,0.686,0.429,"BA"
"5268 º","Nova Canaã",0.545,0.554,0.789,0.37,"BA"
"5268 º","Boa Vista do Gurupi",0.545,0.515,0.681,0.461,"MA"
"5268 º","Lagoa Real",0.545,0.535,0.764,0.395,"BA"
"5268 º","Mirador",0.545,0.485,0.74,0.451,"MA"
"5268 º","Luzilândia",0.545,0.55,0.7,0.42,"PI"
"5268 º","Terezinha",0.545,0.536,0.711,0.425,"PE"
"5268 º","Dona Inês",0.545,0.524,0.69,0.447,"PB"
"5268 º","Batalha",0.545,0.54,0.755,0.398,"PI"
"5268 º","Santa Luzia do Itanhy",0.545,0.513,0.764,0.414,"SE"
"5277 º","Wall Ferraz",0.544,0.513,0.708,0.443,"PI"
"5277 º","Fruta de Leite",0.544,0.548,0.792,0.37,"MG"
"5277 º","Wenceslau Guimarães",0.544,0.558,0.752,0.383,"BA"
"5277 º","Encruzilhada",0.544,0.533,0.754,0.4,"BA"
"5277 º","Santa Maria das Barreiras",0.544,0.555,0.783,0.37,"PA"
"5277 º","Campinas do Piauí",0.544,0.524,0.776,0.397,"PI"
"5277 º","Campos Lindos",0.544,0.578,0.738,0.377,"TO"
"5277 º","Santa Filomena",0.544,0.53,0.789,0.385,"PI"
"5277 º","Governador Luiz Rocha",0.544,0.508,0.692,0.459,"MA"
"5277 º","Itiúba",0.544,0.521,0.775,0.398,"BA"
"5277 º","Quijingue",0.544,0.539,0.689,0.434,"BA"
"5288 º","Manaíra",0.543,0.537,0.698,0.426,"PB"
"5288 º","Crisópolis",0.543,0.542,0.765,0.387,"BA"
"5288 º","Quatipuru",0.543,0.55,0.732,0.397,"PA"
"5288 º","Itagi",0.543,0.543,0.694,0.426,"BA"
"5288 º","Frei Lagonegro",0.543,0.519,0.749,0.412,"MG"
"5293 º","Currais",0.542,0.49,0.743,0.438,"PI"
"5293 º","Pedro Régis",0.542,0.529,0.754,0.399,"PB"
"5293 º","Morro Cabeça no Tempo",0.542,0.472,0.774,0.435,"PI"
"5293 º","Setubinha",0.542,0.536,0.743,0.4,"MG"
"5293 º","Caetanos",0.542,0.536,0.725,0.409,"BA"
"5293 º","Mãe D'Água",0.542,0.52,0.712,0.429,"PB"
"5293 º","Centro do Guilherme",0.542,0.51,0.707,0.442,"MA"
"5293 º","Mirangaba",0.542,0.512,0.685,0.454,"BA"
"5293 º","Vargem Grande",0.542,0.487,0.768,0.425,"MA"
"5293 º","Alto Alegre",0.542,0.518,0.813,0.379,"RR"
"5293 º","Parnarama",0.542,0.504,0.758,0.416,"MA"
"5293 º","Presidente Jânio Quadros",0.542,0.533,0.772,0.386,"BA"
"5293 º","Bonfim do Piauí",0.542,0.542,0.707,0.415,"PI"
"5306 º","Itainópolis",0.541,0.545,0.725,0.401,"PI"
"5306 º","Pio Xii",0.541,0.535,0.727,0.408,"MA"
"5306 º","Caridade do Piauí",0.541,0.52,0.715,0.426,"PI"
"5306 º","Taquarana",0.541,0.529,0.71,0.421,"AL"
"5306 º","Lagoa do Sítio",0.541,0.504,0.745,0.421,"PI"
"5306 º","Monte Formoso",0.541,0.523,0.765,0.396,"MG"
"5306 º","Luís Correia",0.541,0.544,0.73,0.398,"PI"
"5306 º","Jucuruçu",0.541,0.508,0.751,0.415,"BA"
"5306 º","Limoeiro do Ajuru",0.541,0.493,0.754,0.425,"PA"
"5306 º","Aveiro",0.541,0.47,0.748,0.45,"PA"
"5306 º","Canhotinho",0.541,0.543,0.725,0.403,"PE"
"5306 º","Natuba",0.541,0.516,0.71,0.432,"PB"
"5306 º","Ladainha",0.541,0.537,0.754,0.391,"MG"
"5306 º","São José dos Ramos",0.541,0.527,0.738,0.406,"PB"
"5306 º","Padre Marcos",0.541,0.531,0.699,0.427,"PI"
"5306 º","Porto de Pedras",0.541,0.542,0.769,0.379,"AL"
"5306 º","Riacho Frio",0.541,0.483,0.761,0.431,"PI"
"5306 º","São Benedito do Rio Preto",0.541,0.468,0.749,0.452,"MA"
"5306 º","Matinhas",0.541,0.531,0.747,0.4,"PB"
"5325 º","Catuji",0.54,0.534,0.771,0.382,"MG"
"5325 º","Ribeirão do Largo",0.54,0.566,0.759,0.366,"BA"
"5325 º","Dário Meira",0.54,0.522,0.771,0.392,"BA"
"5325 º","Salitre",0.54,0.497,0.732,0.434,"CE"
"5325 º","São Luís Gonzaga do Maranhão",0.54,0.503,0.716,0.438,"MA"
"5325 º","Anagé",0.54,0.549,0.771,0.371,"BA"
"5325 º","Brejo Grande",0.54,0.515,0.701,0.435,"SE"
"5332 º","Riachão do Dantas",0.539,0.527,0.781,0.381,"SE"
"5332 º","Tarauacá",0.539,0.554,0.72,0.392,"AC"
"5332 º","Miguel Alves",0.539,0.533,0.742,0.396,"PI"
"5332 º","Monteirópolis",0.539,0.497,0.71,0.443,"AL"
"5332 º","São João de Pirabas",0.539,0.529,0.753,0.393,"PA"
"5332 º","Feijó",0.539,0.559,0.723,0.388,"AC"
"5332 º","Várzea da Roça",0.539,0.539,0.775,0.374,"BA"
"5339 º","Campinápolis",0.538,0.597,0.803,0.324,"MT"
"5339 º","Floresta do Piauí",0.538,0.53,0.753,0.391,"PI"
"5339 º","Biritinga",0.538,0.525,0.738,0.402,"BA"
"5339 º","Bom Jardim",0.538,0.519,0.75,0.4,"MA"
"5339 º","Maetinga",0.538,0.565,0.751,0.368,"BA"
"5339 º","Senador Alexandre Costa",0.538,0.52,0.689,0.435,"MA"
"5345 º","Novo Repartimento",0.537,0.557,0.741,0.376,"PA"
"5345 º","Paranatama",0.537,0.528,0.703,0.418,"PE"
"5345 º","Bonito de Minas",0.537,0.514,0.776,0.388,"MG"
"5345 º","Timbiras",0.537,0.498,0.73,0.427,"MA"
"5345 º","Bacurituba",0.537,0.474,0.681,0.479,"MA"
"5345 º","Campo Alegre do Fidalgo",0.537,0.528,0.762,0.385,"PI"
"5345 º","Cachoeira Grande",0.537,0.422,0.773,0.476,"MA"
"5345 º","Capinzal do Norte",0.537,0.517,0.698,0.43,"MA"
"5345 º","São Joaquim do Monte",0.537,0.549,0.741,0.381,"PE"
"5354 º","Girau do Ponciano",0.536,0.498,0.762,0.405,"AL"
"5354 º","Mataraca",0.536,0.533,0.675,0.427,"PB"
"5354 º","São Luís do Quitunde",0.536,0.55,0.701,0.4,"AL"
"5354 º","Araponga",0.536,0.597,0.76,0.339,"MG"
"5354 º","Turilândia",0.536,0.495,0.774,0.402,"MA"
"5354 º","Sebastião Barros",0.536,0.508,0.77,0.394,"PI"
"5354 º","Correntes",0.536,0.551,0.726,0.385,"PE"
"5361 º","Coronel João Sá",0.535,0.545,0.716,0.392,"BA"
"5361 º","São Miguel do Fidalgo",0.535,0.505,0.747,0.407,"PI"
"5361 º","Santana de Mangueira",0.535,0.488,0.756,0.414,"PB"
"5361 º","Jacobina do Piauí",0.535,0.509,0.724,0.416,"PI"
"5361 º","Humberto de Campos",0.535,0.443,0.759,0.455,"MA"
"5366 º","Maraial",0.534,0.541,0.698,0.403,"PE"
"5366 º","Estrela de Alagoas",0.534,0.515,0.72,0.41,"AL"
"5366 º","Araci",0.534,0.534,0.747,0.381,"BA"
"5366 º","Salgadinho",0.534,0.516,0.73,0.405,"PE"
"5370 º","Lastro",0.533,0.532,0.747,0.38,"PB"
"5370 º","Matões do Norte",0.533,0.452,0.768,0.436,"MA"
"5370 º","Duque Bacelar",0.533,0.485,0.693,0.451,"MA"
"5370 º","Araguanã",0.533,0.483,0.706,0.444,"MA"
"5370 º","Capim",0.533,0.52,0.728,0.4,"PB"
"5370 º","Santa Filomena",0.533,0.496,0.752,0.406,"PE"
"5370 º","Coité do Nóia",0.533,0.52,0.73,0.398,"AL"
"5370 º","Feira Grande",0.533,0.512,0.736,0.402,"AL"
"5370 º","Piraí do Norte",0.533,0.546,0.762,0.363,"BA"
"5370 º","Passo de Camaragibe",0.533,0.513,0.703,0.421,"AL"
"5370 º","Sítio do Quinto",0.533,0.552,0.695,0.395,"BA"
"5370 º","Nossa Senhora dos Remédios",0.533,0.503,0.732,0.411,"PI"
"5382 º","Dois Riachos",0.532,0.513,0.762,0.385,"AL"
"5382 º","Porto Walter",0.532,0.521,0.726,0.397,"AC"
"5382 º","Bom Princípio do Piauí",0.532,0.526,0.77,0.372,"PI"
"5382 º","Passagem Franca",0.532,0.525,0.717,0.401,"MA"
"5382 º","Guajará",0.532,0.51,0.762,0.387,"AM"
